Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,SRA Study,strain,create_date,version
SRR2584490,WGS,36,350154396,PRJNA295606,SAMN04096158,"Microbe\, viral or environmental",270149273,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1317133,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL4530B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL4530B,DNA,SRP064605,REL4530B,2015-10-08T12:25:00Z,1
SRR2584508,WGS,36,345704976,PRJNA295606,SAMN04096159,"Microbe\, viral or environmental",252163518,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX1317138,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL7183B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL7183B,DNA,SRP064605,REL7183B,2015-10-08T12:24:00Z,1
SRR2584518,WGS,36,361198800,PRJNA295606,SAMN04096160,"Microbe\, viral or environmental",267790287,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1317142,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL7183A,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL7183A,DNA,SRP064605,REL7183A,2015-10-08T12:25:00Z,1
SRR2584519,WGS,36,331104780,PRJNA295606,SAMN04096161,"Microbe\, viral or environmental",246717306,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1317143,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL9282A,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL9282A,DNA,SRP064605,REL9282A,2015-10-08T12:25:00Z,1
SRR2584520,WGS,36,197271864,PRJNA295606,SAMN04096162,"Microbe\, viral or environmental",156142697,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1317144,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL9282B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL9282B,DNA,SRP064605,REL9282B,2015-10-08T12:25:00Z,1
SRR2584521,WGS,36,279921096,PRJNA295606,SAMN04096163,"Microbe\, viral or environmental",215499116,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1317145,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL10450,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL10450,DNA,SRP064605,REL10450,2015-10-08T12:25:00Z,1
SRR2584522,WGS,36,247613184,PRJNA295606,SAMN04096164,"Microbe\, viral or environmental",190855648,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX1317146,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL10451,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL10451,DNA,SRP064605,REL10451,2015-10-08T12:25:00Z,1
SRR2584524,WGS,50,3615979831,PRJNA295606,SAMN04096165,"Microbe\, viral or environmental",2253535310,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX1317148,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL11392,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11392,DNA,SRP064605,REL11392,2015-10-08T13:08:00Z,1
SRR2584549,WGS,36,265246524,PRJNA295606,SAMN04096167,"Microbe\, viral or environmental",196796604,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1317152,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL769A,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL769A,DNA,SRP064605,REL769A,2015-10-08T12:27:00Z,1
SRR2584550,WGS,36,294869556,PRJNA295606,SAMN04096168,"Microbe\, viral or environmental",234774852,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1317172,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL769B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL769B,DNA,SRP064605,REL769B,2015-10-08T12:27:00Z,1
SRR2584583,WGS,36,287676792,PRJNA295606,SAMN04096169,"Microbe\, viral or environmental",218022166,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1317173,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL959A,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL959A,DNA,SRP064605,REL959A,2015-10-08T12:27:00Z,1
SRR2584607,WGS,36,314278020,PRJNA295606,SAMN04096170,"Microbe\, viral or environmental",241838255,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1317174,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL959B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL959B,DNA,SRP064605,REL959B,2015-10-08T12:28:00Z,1
SRR2584608,WGS,36,297261360,PRJNA295606,SAMN04096171,"Microbe\, viral or environmental",230358751,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1317178,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL1063A,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1063A,DNA,SRP064605,REL1063A,2015-10-08T12:28:00Z,1
SRR2584609,WGS,36,245792484,PRJNA295606,SAMN04096172,"Microbe\, viral or environmental",196850886,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1317179,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL1063B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1063B,DNA,SRP064605,REL1063B,2015-10-08T12:27:00Z,1
SRR2584610,WGS,36,339878664,PRJNA295606,SAMN04096173,"Microbe\, viral or environmental",247953101,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1317180,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL1159A,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1159A,DNA,SRP064605,REL1159A,2015-10-08T12:27:00Z,1
SRR2584611,WGS,36,200478636,PRJNA295606,SAMN04096174,"Microbe\, viral or environmental",161441171,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1317181,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL1159B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1159B,DNA,SRP064605,REL1159B,2015-10-08T12:27:00Z,1
SRR2584613,WGS,36,573311448,PRJNA295606,SAMN04096175,"Microbe\, viral or environmental",374473222,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1317183,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL2174A,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL2174A,DNA,SRP064605,REL2174A,2015-10-08T12:29:00Z,1
SRR2584614,WGS,36,305400888,PRJNA295606,SAMN04096176,"Microbe\, viral or environmental",244194867,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1317184,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL2174B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL2174B,DNA,SRP064605,REL2174B,2015-10-08T12:29:00Z,1
SRR2584637,WGS,36,524016648,PRJNA295606,SAMN04096177,"Microbe\, viral or environmental",403283464,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX1317187,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL4531A,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL4531A,DNA,SRP064605,REL4531A,2015-10-08T12:29:00Z,1
SRR2584654,WGS,36,312170580,PRJNA295606,SAMN04096178,"Microbe\, viral or environmental",228062748,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1317188,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL4531B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL4531B,DNA,SRP064605,REL4531B,2015-10-08T12:29:00Z,1
SRR2584655,WGS,36,284123556,PRJNA295606,SAMN04096179,"Microbe\, viral or environmental",225548951,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX1317191,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL7184A,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL7184A,DNA,SRP064605,REL7184A,2015-10-08T12:30:00Z,1
SRR2584659,WGS,36,199673244,PRJNA295606,SAMN04096180,"Microbe\, viral or environmental",159336253,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1317192,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL7184B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL7184B,DNA,SRP064605,REL7184B,2015-10-08T12:30:00Z,1
SRR2584660,WGS,36,470222496,PRJNA295606,SAMN04096181,"Microbe\, viral or environmental",354488056,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1317193,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL8601A,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL8601A,DNA,SRP064605,REL8601A,2015-10-08T12:31:00Z,1
SRR2584661,WGS,36,249475032,PRJNA295606,SAMN04096182,"Microbe\, viral or environmental",198562125,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX1317194,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL8601B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL8601B,DNA,SRP064605,REL8601B,2015-10-08T12:30:00Z,1
SRR2584662,WGS,36,253252476,PRJNA295606,SAMN04096183,"Microbe\, viral or environmental",199752367,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1317195,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL10407,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL10407,DNA,SRP064605,REL10407,2015-10-08T12:30:00Z,1
SRR2584663,WGS,36,207020484,PRJNA295606,SAMN04096184,"Microbe\, viral or environmental",160353640,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1317196,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL10408,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL10408,DNA,SRP064605,REL10408,2015-10-08T12:30:00Z,1
SRR2584676,WGS,36,184696344,PRJNA295606,SAMN04096060,"Microbe\, viral or environmental",167108814,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1317209,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL11829,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11829,DNA,SRP064605,REL11829,2015-10-08T12:37:00Z,1
SRR2584693,WGS,36,492925104,PRJNA295606,SAMN04096061,"Microbe\, viral or environmental",373770578,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1317220,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL2180A,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL2180A,DNA,SRP064605,REL2180A,2015-10-08T12:38:00Z,1
SRR2584694,WGS,36,508143492,PRJNA295606,SAMN04096205,"Microbe\, viral or environmental",338808151,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1317221,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL10954,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL10954,DNA,SRP064605,REL10954,2015-10-08T12:38:00Z,1
SRR2584704,WGS,36,220141944,PRJNA295606,SAMN04096062,"Microbe\, viral or environmental",179073076,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX1317231,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL2180B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL2180B,DNA,SRP064605,REL2180B,2015-10-08T12:43:00Z,1
SRR2584774,WGS,50,4270747641,PRJNA295606,SAMN04096226,"Microbe\, viral or environmental",2873290291,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX1317301,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL11348,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11348,DNA,SRP064605,REL11348,2015-10-08T13:14:00Z,1
SRR2584779,WGS,36,250247952,PRJNA295606,SAMN04096231,"Microbe\, viral or environmental",191015781,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1317306,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL962B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL962B,DNA,SRP064605,REL962B,2015-10-08T12:47:00Z,1
SRR2584786,WGS,36,335749464,PRJNA295606,SAMN04096237,"Microbe\, viral or environmental",245411203,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1317314,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL2177B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL2177B,DNA,SRP064605,REL2177B,2015-10-08T12:49:00Z,1
SRR2584787,WGS,36,346035168,PRJNA295606,SAMN04096238,"Microbe\, viral or environmental",254066743,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1317322,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL4534A,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL4534A,DNA,SRP064605,REL4534A,2015-10-08T12:48:00Z,1
SRR2584811,WGS,36,320082732,PRJNA295606,SAMN04096239,"Microbe\, viral or environmental",230629593,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1317339,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL4534B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL4534B,DNA,SRP064605,REL4534B,2015-10-08T12:48:00Z,1
SRR2584812,WGS,36,338403708,PRJNA295606,SAMN04096240,"Microbe\, viral or environmental",246051662,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX1317340,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL7187A,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL7187A,DNA,SRP064605,REL7187A,2015-10-08T12:49:00Z,1
SRR2584827,WGS,36,381842244,PRJNA295606,SAMN04096252,"Microbe\, viral or environmental",286404279,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1317354,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL1067A,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1067A,DNA,SRP064605,REL1067A,2015-10-08T12:51:00Z,1
SRR2584828,WGS,36,277135884,PRJNA295606,SAMN04096253,"Microbe\, viral or environmental",205208278,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX1317355,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL1067B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1067B,DNA,SRP064605,REL1067B,2015-10-08T12:53:00Z,1
SRR2584829,WGS,36,303876216,PRJNA295606,SAMN04096254,"Microbe\, viral or environmental",223125054,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1317356,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL1163A,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1163A,DNA,SRP064605,REL1163A,2015-10-08T12:52:00Z,1
SRR2584831,WGS,36,392902344,PRJNA295606,SAMN04096255,"Microbe\, viral or environmental",290317392,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX1317358,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL1163B,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL1163B,DNA,SRP064605,REL1163B,2015-10-08T12:54:00Z,1
SRR2584846,WGS,36,547812720,PRJNA295606,SAMN04096068,"Microbe\, viral or environmental",374747585,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1317374,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL11831,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11831,DNA,SRP064605,REL11831,2015-10-08T12:58:00Z,1
SRR2584847,WGS,36,450940392,PRJNA295606,SAMN04096069,"Microbe\, viral or environmental",320243010,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1317375,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL11832,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11832,DNA,SRP064605,REL11832,2015-10-08T12:57:00Z,1
SRR2584848,WGS,36,559637640,PRJNA295606,SAMN04096070,"Microbe\, viral or environmental",382443785,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1317376,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL11833,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11833,DNA,SRP064605,REL11833,2015-10-08T12:59:00Z,1
SRR2584849,WGS,50,3574137363,PRJNA295606,SAMN04096071,"Microbe\, viral or environmental",2307296080,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1317377,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL11333,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11333,DNA,SRP064605,REL11333,2015-10-08T13:26:00Z,1
SRR2584851,WGS,50,3283270769,PRJNA295606,SAMN04096072,"Microbe\, viral or environmental",2138173285,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX1317378,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL11335,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11335,DNA,SRP064605,REL11335,2015-10-08T13:14:00Z,1
SRR2584886,WGS,36,554995584,PRJNA295606,SAMN04096104,"Microbe\, viral or environmental",385619106,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1317413,uncalculated,uncalculated,not applicable,not applicable,Illumina Genome Analyzer IIx,not applicable,REL10945,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL10945,DNA,SRP064605,REL10945,2015-10-08T13:09:00Z,1
SRR2584887,WGS,50,3817916694,PRJNA295606,SAMN04096051,"Microbe\, viral or environmental",2495448439,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1317414,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL11330,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11330,DNA,SRP064605,REL11330,2015-10-08T13:29:00Z,1
SRR2584888,WGS,50,3997276083,PRJNA295606,SAMN04096105,"Microbe\, viral or environmental",2592024494,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1317415,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL11336,SINGLE,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL11336,DNA,SRP064605,REL11336,2015-10-08T13:34:00Z,1
SRR2588223,WGS,202,302480658,PRJNA295606,SAMN04096046,"Microbe\, viral or environmental",201546580,THE UNIVERSITY OF TEXAS AT AUSTIN,not applicable,public,"wgmlst_sig,realign,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX1317099,uncalculated,uncalculated,not applicable,not applicable,Illumina HiSeq 2000,not applicable,REL762C,PAIRED,RANDOM,GENOMIC,Escherichia coli B str. REL606,ILLUMINA,2016-01-14T00:00:00Z,REL762C,DNA,SRP064605,REL762C,2015-10-08T18:03:00Z,1
